,CompLex_complexity,WCL_complexity,SemEval2016_complexity,BEA2018_News_binaryComplexity,BEA2018_News_probabilisticComplexity,BEA2018_WikiNews_binaryComplexity,BEA2018_WikiNews_probabilisticComplexity,BEA2018_Wikipedia_binaryComplexity,BEA2018_Wikipedia_probabilisticComplexity,tokens
21338,,(3.6+0j),(0.1111111111111111+0j),,,(0.75+0j),(0.07500000000000001+0j),,,revenue
21339,,(3.5+0j),,,,,,,,revenues
21340,,,(1+0j),,,,,,,reverbed
21341,,,(0.5+0j),,,,,,,revered
21342,,(3.5+0j),0j,,,,,,,reverend
21343,,(2.5714+0j),(1+0j),,,,,,,reversal
21344,,(2.5714+0j),0j,,,,,,,reverse
21345,,(2.7143+0j),0j,,,,,(1+0j),(0.2+0j),reversed
21346,,,0j,,,,,,,reversion
21347,,,0j,(1+0j),(0.5+0j),,,,,revert
21348,,,,(1+0j),(0.05+0j),,,,,revert to a haven
21349,,,(0.5+0j),,,,,,,reverted
21350,,,0j,,,,,,,reverts
21351,,,(1+0j),,,,,,,revested
21352,,(2.1429+0j),0j,(1+0j),(0.15+0j),,,0j,0j,review
21353,,(2.7143+0j),0j,,,,,,,reviewed
21354,,(3+0j),0j,,,,,,,reviewer
21355,,(3.1667+0j),0j,,,,,,,reviewers
21356,,(2.7143+0j),,,,,,(0.6666666666666666+0j),(0.06666666666666667+0j),reviewing
21357,,,,,,,,(1+0j),(0.05+0j),reviewing administrator
21358,,(2+0j),0j,,,,,,,reviews
21359,,(2.5714+0j),,,,,,,,revise
21360,,(2.6667+0j),0j,,,,,,,revised
21361,,(3+0j),0j,,,,,(1+0j),(0.5+0j),revision
21362,,(2.8571+0j),0j,,,,,,,revisions
21363,,,0j,,,,,,,revisit
21364,,,0j,,,,,,,revitalising
21365,,(3+0j),0j,,,,,,,revival
21366,,,0j,,,,,,,revive
21367,,,0j,,,,,,,revived
21368,,,0j,,,,,,,revives
21369,,,(0.5+0j),,,,,,,reviving
21370,,(3.6667+0j),0j,,,,,,,revoked
21371,,,(1+0j),(1+0j),(0.3+0j),,,,,revolt
21372,,,,(1+0j),(0.05+0j),,,,,revolt threatened
21373,,(3.1667+0j),0j,(1+0j),(0.6+0j),,,(1+0j),(0.15+0j),revolution
21374,,,0j,,,,,,,revolutionaries
21375,,(4.1667+0j),0j,,,,,,,revolutionary
21376,(0.3676470588235294+0j),,,,,,,,,revolutionary reform
21377,,,(1+0j),,,,,,,revolves
21378,,(2.1429+0j),(0.25+0j),,,,,,,reward
21379,,(2.7143+0j),0j,,,,,,,rewarded
21380,,(2.2857+0j),,,,,,,,rewarding
21381,,(2+0j),,,,,,,,rewards
21382,,,0j,,,,,,,reword
21383,,,0j,,,,,,,rework
21384,,,0j,,,,,,,reworkings
21385,,(2.5714+0j),,,,,,,,rewrite
21386,,(2.4286+0j),,,,,,,,rewritten
21387,,(3.4+0j),,,,,,,,rex
21388,,(2+0j),,,,,,,,rey
21389,,(3.3333+0j),,,,,,,,reynolds
21390,,(3+0j),,,,,,,,rfid
21391,,(2.3333+0j),,,,,,,,rgb
21392,,(5.3333+0j),,,,,,,,rhapsody
21393,,(4.3333+0j),,,,,,,,rhetoric
21394,,,,,,,,(1+0j),(0.85+0j),rheumatism
21395,,,0j,,,,,,,rheumatoid
21396,(0.6+0j),,,,,,,,,rheumatoid arthritis
21397,,,,,,,,0j,0j,rhine
21398,,,,,,,,0j,0j,rhine-westphalia
21399,,,,,,,,(1+0j),(0.2+0j),rhineland-palatinate
21400,,(2.4286+0j),,,,,,,,rhino
21401,,,0j,,,,,,,rhinos
21402,,,(0.5+0j),,,,,,,rhizomes
21403,,,(1+0j),,,,,,,rho
21404,,(2.8333+0j),,,,,,,,rhode
21405,,,0j,,,,,,,rhymed
21406,,(2.6667+0j),0j,,,,,,,rhythm
21407,,,0j,,,,,,,rhythms
21408,,,,0j,0j,,,,,ria
21409,,,,(1+0j),(0.05+0j),,,,,ria novosti
21410,,,(1+0j),,,,,,,ribbed
21411,,(2+0j),(0.3333333333333333+0j),,,,,,,ribbon
21412,,,(1+0j),,,,,,,ribose
21413,,,,,,(1+0j),(0.15+0j),,,ribs
21414,,(2.6+0j),,,,,,,,rica
21415,,,,,,0j,0j,,,rican
21416,,(3.5+0j),,,,,,,,ricardo
21417,,(1.6667+0j),0j,,,,,,,rice
21418,,(1.3333+0j),0j,0j,0j,,,,,rich
21419,,(2.2857+0j),,,,0j,0j,0j,0j,richard
21420,,(2.7143+0j),,,,,,,,richards
21421,,(3.1429+0j),,,,,,,,richardson
21422,,,0j,,,,,,,riches
21423,,,0j,,,,,,,richest
21424,,(2.8+0j),,,,,,,,richie
21425,,(2.3333+0j),,,,,,,,richland
21426,,(3+0j),,,,,,,,richmond
21427,,(2+0j),0j,,,,,,,rick
21428,,(2.8333+0j),,,,,,,,ricky
21429,,(3+0j),,,,,,,,rico
21430,,(4+0j),,,,,,,,ricoh
21431,,(1.8571+0j),0j,,,,,,,rid
21432,,,(0.5+0j),,,,,,,riddled
21433,,(1.8333+0j),0j,,,(1+0j),(0.05+0j),,,ride
21434,,(2+0j),0j,,,,,,,rider
21435,,(2.2857+0j),(0.3333333333333333+0j),,,,,,,riders
21436,,,0j,,,,,,,ridership
21437,,(1.8+0j),0j,,,,,,,rides
21438,,(3+0j),(0.25+0j),,,,,,,ridge
21439,,,(1+0j),,,,,,,ridged
21440,,,(0.2+0j),,,,,,,ridges
21441,,(3.2857+0j),,,,,,,,ridiculous
21442,,(1.8+0j),0j,,,,,,,riding
21443,,,(1+0j),,,,,,,riffs
21444,,(3.4+0j),(0.6666666666666666+0j),,,,,,,rifle
21445,,,0j,(1+0j),(0.05+0j),,,,,rifles
21446,,,0j,,,,,,,rifling
21447,,,0j,,,,,,,rift
21448,,,0j,,,,,,,rifting
21449,,(3.3333+0j),,,,,,,,rig
21450,,,(1+0j),,,,,,,riggers
21451,,,,(1+0j),(0.95+0j),,,,,rigging
21452,,(1.3333+0j),0j,,,,,,,right
21453,(0.2970354808590102+0j),,,,,,,,,right hand
21454,(0.3055555555555556+0j),,,,,,,,,right side
21455,,,0j,,,,,,,right-aligned
21456,,,0j,,,,,,,right-hand
21457,,(3.1667+0j),(0.3333333333333333+0j),,,,,,,righteous
21458,(0.2249999999999999+0j),,,,,,,,,righteous judgments
21459,(0.5815476190476191+0j),,,,,,,,,righteous ordinances
21460,(0.4861111111111111+0j),,,,,,,,,righteous perishes
21461,(0.5+0j),,,,,,,,,righteous servant
21462,,(3.8571+0j),0j,,,,,,,righteousness
21463,(0.5555555555555556+0j),,,,,,,,,righteousness reign
21464,,,0j,,,,,,,rightful
21465,,(2+0j),,,,,,,,rightly
21466,,(1.8571+0j),0j,0j,0j,0j,0j,0j,0j,rights
21467,,,,(1+0j),(0.05+0j),,,,,rights group
21468,,(2.7143+0j),0j,,,,,,,rigid
21469,,,(1+0j),,,,,,,rigidity
21470,,(3.5714+0j),(0.5+0j),,,,,,,rigorous
21471,,(2.8+0j),,,,,,,,riley
21472,,,(0.5+0j),,,,,,,rim
21473,,,(1+0j),,,,,,,rinderpest
21474,,(1.6667+0j),0j,,,,,0j,0j,ring
21475,,,0j,,,,,,,ring-ropes
21476,,,(1+0j),,,,,,,ringcrew
21477,,(1.7143+0j),,,,,,,,ringing
21478,,,,,,(1+0j),(0.85+0j),,,ringleaders
21479,,(1.4+0j),0j,,,,,,,rings
21480,,(2.4286+0j),,,,,,,,ringtone
21481,,(2.6667+0j),,,,,,,,ringtones
21482,,,(1+0j),,,,,,,rink
21483,,(2.5+0j),,,,0j,0j,,,rio
21484,,,,,,(0.8571428571428571+0j),(0.1285714285714286+0j),,,riot
21485,,,0j,,,,,,,rioted
21486,,,(1+0j),,,,,,,rioting
21487,,,(0.3333333333333333+0j),,,(1+0j),(0.07500000000000001+0j),,,riots
21488,,(1.8571+0j),0j,,,,,,,rip
21489,,,0j,,,,,,,ripe
21490,(0.3409090909090909+0j),,,,,,,,,ripening grape
21491,,,,(1+0j),(0.8+0j),,,,,riposte
21492,,(3+0j),0j,,,,,,,ripped
21493,,(2.6+0j),,,,,,,,ripper
21494,,,0j,,,,,,,riprap
21495,,(1.6667+0j),0j,(0.5+0j),(0.025+0j),,,,,rise
21496,,(2+0j),0j,(1+0j),(0.05+0j),,,,,risen
21497,,(1.8+0j),0j,,,,,(1+0j),(0.05+0j),rises
21498,,(2+0j),0j,0j,0j,,,,,rising
21499,,,,(1+0j),(0.1+0j),,,,,rising tide
21500,,,,(1+0j),(0.15+0j),,,,,rising tide of discontent
21501,,(2.4+0j),0j,0j,0j,,,,,risk
21502,,,0j,,,,,,,risking
21503,,(2+0j),0j,(1+0j),(0.15+0j),,,,,risks
21504,,(2+0j),,(1+0j),(0.1+0j),,,,,risky
21505,,(2+0j),,,,,,,,rita
21506,,,0j,,,,,,,rite
21507,,,0j,,,,,,,rites
21508,,(3.2857+0j),,,,,,,,ritual
21509,,,0j,,,,,,,rituals
21510,,(2.6667+0j),,,,,,,,ritz
21511,,(2.7143+0j),0j,,,,,,,rival
21512,,,0j,(1+0j),(0.6+0j),,,,,rivalries
21513,,,(0.6666666666666666+0j),,,,,,,rivalry
21514,,(2.8571+0j),0j,,,(1+0j),(0.1+0j),,,rivals
21515,,(1.5+0j),0j,0j,0j,,,0j,0j,river
21516,,(2.4+0j),,,,0j,0j,,,rivera
21517,,,0j,,,,,,,riverbed
21518,,(1.8571+0j),(0.07692307692307693+0j),,,,,,,rivers
21519,,(2.6667+0j),0j,,,,,,,riverside
21520,,,,,,0j,0j,,,rn
21521,,,,,,,,(0.25+0j),(0.0125+0j),rna
21522,,,,,,,,(1+0j),(0.1+0j),rna polymerase
21523,,(1.5714+0j),(0.0625+0j),0j,0j,0j,0j,,,road
21524,,,,(1+0j),(0.1+0j),,,,,roadblocks
21525,,,,(1+0j),(0.05+0j),,,,,roadblocks manned
21526,,(2.6667+0j),,,,,,,,roadmap
21527,,(1.5714+0j),(0.08333333333333333+0j),,,,,,,roads
21528,,,,,,(1+0j),(0.1+0j),,,roadside
21529,,,,,,(1+0j),(0.2+0j),,,roadworkers
21530,,,,(1+0j),(0.1+0j),,,,,roam
21531,,,,(1+0j),(0.32499999999999996+0j),,,,,roamed
21532,,(5+0j),,,,0j,0j,,,roanoke
21533,,,0j,,,,,,,roaring
21534,,(2.6+0j),,,,,,,,roast
21535,,(3+0j),0j,,,,,,,roasted
21536,,,(1+0j),,,,,,,roasting
21537,,(2.3333+0j),0j,,,0j,0j,0j,0j,rob
21538,,,,,,0j,0j,,,robben
21539,,(3.1429+0j),0j,,,,,,,robbery
21540,,,(1+0j),,,,,,,robbing
21541,,(2.8571+0j),,,,,,,,robbins
21542,,(1.8571+0j),,0j,0j,,,0j,0j,robert
21543,,,,,,,,0j,0j,robert brooking
21544,,(3.5+0j),,,,,,,,roberto
21545,,(1.8333+0j),,,,,,,,roberts
21546,,(3.6667+0j),,,,,,,,robertson
21547,,,(1+0j),,,,,0j,0j,robes
21548,,(2.1429+0j),(0.5+0j),,,,,0j,0j,robin
21549,,(2.8+0j),,,,,,,,robinson
21550,,(2.1667+0j),0j,,,,,,,robot
21551,,,0j,,,,,,,robotic
21552,,(3.2857+0j),,,,,,,,robotics
21553,,(2.2857+0j),,,,,,,,robots
21554,,(2.7143+0j),0j,(1+0j),(0.55+0j),,,,,robust
21555,,,,(1+0j),(0.15+0j),,,,,robust action
21556,,,(0.5+0j),,,,,,,robustus
21557,,(3.4286+0j),,,,,,,,rochester
21558,,(1.6667+0j),0j,,,,,,,rock
21559,,,,(1+0j),(0.25+0j),,,,,rocked
21560,,(1.8333+0j),0j,,,,,(0.3333333333333333+0j),(0.016666666666666666+0j),rocket
21561,,,,,,,,0j,0j,rocket family
21562,,,,(1+0j),(0.2+0j),,,,,rocket-propelled
21563,,,,(1+0j),(0.15+0j),,,,,rocket-propelled grenades
21564,,(2.2857+0j),0j,0j,0j,,,,,rockets
21565,,(3.2+0j),,,,,,,,rockford
21566,,(2.1667+0j),,,,,,,,rockies
21567,,(2.2857+0j),,,,,,,,rocking
21568,,,,(1+0j),(0.05+0j),,,,,rockledge
21569,,(3.7143+0j),,,,,,,,rockport
21570,,(1.7143+0j),0j,,,0j,0j,,,rocks
21571,,,,,,,,(1+0j),(0.1+0j),rockstar
21572,,(2.8333+0j),,,,,,,,rockville
21573,,(3.5+0j),,,,,,,,rockwell
21574,,(1.8571+0j),0j,,,,,,,rocky
21575,(0.3333333333333333+0j),,,,,,,,,rocky reefs
21576,,(2+0j),0j,,,,,,,rod
21577,,,0j,,,,,,,rod-like
21578,,(2+0j),(0.5+0j),,,,,,,rode
21579,(0.5294117647058824+0j),,,,,,,,,rodent retina
21580,,,0j,,,,,,,rodents
21581,,(3.1667+0j),,,,,,,,rodeo
21582,,(3.5+0j),,,,,,,,rodgers
21583,,(3.6667+0j),,,,,,,,rodney
21584,,(1.8333+0j),,,,,,,,rods
21585,,(3.2+0j),,,,,,,,roe
21586,,(2.5714+0j),,,,,,,,roger
21587,,(3.5+0j),,,,,,,,rogue
21588,,(3.5+0j),,,,,,,,roland
21589,,(1.7143+0j),(0.06896551724137931+0j),0j,0j,0j,0j,(0.14285714285714285+0j),(0.014285714285714287+0j),role
21590,,,,,,,,(1+0j),(0.05+0j),role of faith
21591,,(1.8571+0j),0j,,,,,(0.5+0j),(0.0625+0j),roles
21592,,(2.8571+0j),,,,,,,,rolex
21593,,(2.1667+0j),(0.5+0j),,,(1+0j),(0.05+0j),0j,0j,roll
21594,,,,,,(1+0j),(0.05+0j),,,roll hoop
21595,,,(1+0j),,,,,,,rollback
21596,,(1.8333+0j),0j,,,(1+0j),(0.15+0j),,,rolled
21597,,,,,,0j,0j,,,rolled over
21598,,,(0.6666666666666666+0j),,,,,,,roller
21599,,(2+0j),0j,,,,,,,rolling
21600,,,0j,(1+0j),(0.07500000000000001+0j),,,,,rolls
21601,,(2+0j),,,,,,,,roma
21602,,(2.1429+0j),0j,,,0j,0j,0j,0j,roman
21603,,,,,,(1+0j),(0.05+0j),,,roman catholic mass
21604,,(2.7143+0j),,,,,,,,romance
21605,,(3.2857+0j),,,,(0.3333333333333333+0j),(0.016666666666666666+0j),,,romania
21606,,(3.5714+0j),,,,,,,,romanian
21607,,,,,,,,(1+0j),(0.95+0j),romanized
21608,,(2.2857+0j),,,,,,,,romans
21609,,(2.8333+0j),0j,,,,,(1+0j),(0.1+0j),romantic
21610,,,,,,,,(1+0j),(0.1+0j),romantic era
21611,,(1.8+0j),,,,,,0j,0j,rome
21612,,(2.3333+0j),,,,,,,,romeo
21613,,,,0j,0j,,,,,romney
21614,,(2.8+0j),,,,,,,,roms
21615,,(2.5+0j),,,,,,,,ron
21616,,(2.3333+0j),,,,0j,0j,,,ronald
21617,,(2.4286+0j),,,,,,,,ronnie
21618,,(1.8333+0j),0j,,,0j,0j,(0.5+0j),(0.025+0j),roof
21619,,,,,,,,0j,0j,roof of the nave
21620,,(3+0j),,,,,,,,roofing
21621,,,0j,0j,0j,,,,,roofs
21622,,(2.2+0j),0j,,,,,,,rookie
21623,,,(0.3333333333333333+0j),,,,,,,rookies
21624,,(1.2857+0j),0j,,,,,0j,0j,room
21625,,(2.1667+0j),,,,,,,,roommate
21626,,(2+0j),,,,,,,,roommates
21627,,(1.5714+0j),0j,,,,,0j,0j,rooms
21628,,(4.2+0j),,,,,,,,roosevelt
21629,,,0j,,,,,,,roost
21630,,(1.5714+0j),0j,,,,,,,root
21631,,(2.2857+0j),,,,,,,,rooted
21632,,(1.8571+0j),0j,,,,,0j,0j,roots
21633,,(2+0j),0j,,,,,,,rope
21634,,,0j,,,,,,,ropes
21635,,,,,,(1+0j),(0.05+0j),,,roraima
21636,,,,,,(0.4+0j),(0.030000000000000006+0j),,,ros
21637,,,,,,0j,0j,,,ros [reactive oxygen species
21638,,,,,,(1+0j),(0.45+0j),,,ros-concentration
21639,,,,,,0j,0j,,,rosa
21640,,,,(0.08333333333333333+0j),(0.004166666666666667+0j),,,0j,0j,rosario
21641,,(1.3333+0j),0j,,,(1+0j),(0.05+0j),,,rose
21642,,(3.5714+0j),,,,,,,,rosemary
21643,,(3.8+0j),,,,,,,,rosen
21644,,(3.8+0j),,,,,,,,rosenberg
21645,,,,,,,,0j,0j,rosenkavalier
21646,,(1.7143+0j),0j,,,,,,,roses
21647,,(3.2+0j),,,,,,,,rosie
21648,,,0j,,,,,,,rosier
21649,,(2.1429+0j),,,,,,,,ross
21650,,(3.4+0j),,,,,,,,rossi
21651,,,,,,,,0j,0j,rossíyskoj
21652,,(2.6+0j),(0.3333333333333333+0j),,,,,,,roster
21653,,,,(1+0j),(0.05+0j),,,,,rostov-on-don
21654,,,(1+0j),,,,,,,rostrum
21655,,(3.8333+0j),,,,,,,,roswell
21656,,,0j,,,,,(1+0j),(0.1+0j),rot
21657,,(3.5+0j),,,,,,,,rotary
21658,,(2.5714+0j),0j,,,(0.5+0j),(0.125+0j),,,rotate
21659,,,,,,0j,0j,,,rotate around
21660,,,0j,,,,,,,rotates
21661,,(2.7143+0j),0j,,,,,,,rotating
21662,,(2.5714+0j),0j,,,(1+0j),(0.07500000000000001+0j),,,rotation
21663,,,0j,,,,,,,rotator
21664,,(3+0j),,,,,,,,roth
21665,,,(1+0j),,,,,,,rotor
21666,,(2.1667+0j),,,,,,,,rotten
21667,,(4.3333+0j),,,,,,,,rotterdam
21668,,(3+0j),,,,,,,,rouge
21669,,(2+0j),0j,,,,,,,rough
21670,,,(1+0j),,,,,,,roughening
21671,,(1.8+0j),(0.05+0j),(1+0j),(0.05+0j),(1+0j),(0.19999999999999998+0j),,,roughly
21672,,(3.8333+0j),,,,,,,,roulette
21673,,(1.5+0j),(0.029411764705882353+0j),0j,0j,,,(1+0j),(0.05+0j),round
21674,,,,0j,0j,,,,,round of sanctions
21675,,,,,,,,(1+0j),(1+0j),roundabouts
21676,,(2.1667+0j),0j,,,,,,,rounded
21677,,,0j,,,,,,,rounding
21678,,(1.6+0j),(0.16666666666666666+0j),0j,0j,0j,0j,,,rounds
21679,,,,,,0j,0j,,,rounds aimed
21680,,,,,,(1+0j),(0.05+0j),,,rounds of artillery
21681,,(3+0j),,,,,,,,roundtable
21682,,(3+0j),,,,,,,,roundup
21683,,(2.2857+0j),(0.13333333333333333+0j),,,(0.6666666666666666+0j),(0.05000000000000001+0j),,,route
21684,,(2.6+0j),,,,,,,,router
21685,,(3.6667+0j),,,,,,,,routers
21686,,(2.1667+0j),0j,,,,,,,routes
21687,,(2.8333+0j),0j,(1+0j),(0.1+0j),(1+0j),(0.3+0j),,,routine
21688,,,,,,(1+0j),(0.05+0j),,,routine conduct
21689,,(3.1429+0j),0j,,,,,,,routinely
21690,,(2.8571+0j),0j,,,,,,,routines
21691,,(3.5+0j),,,,,,,,routing
21692,,,,,,0j,0j,,,roux
21693,,(3.2+0j),,,,,,,,rove
21694,,(4+0j),,,,,,,,rover
21695,,(1.5714+0j),(0.08333333333333333+0j),(1+0j),(0.05+0j),,,,,row
21696,,(3.6667+0j),,,,,,,,rowan
21697,,(1.2+0j),0j,,,,,,,rowing
21698,,(1.6667+0j),0j,,,,,,,rows
21699,,,,,,0j,0j,,,roxana
21700,,,,,,0j,0j,,,roxana baldetti
21701,,(2.2+0j),,,,,,,,roy
21702,,(2.1429+0j),(0.07142857142857142+0j),0j,0j,0j,0j,(1+0j),(0.125+0j),royal
21703,,,,,,,,(1+0j),(0.2+0j),royal canadian navy
21704,,,,,,,,(1+0j),(0.05+0j),royal country residence
21705,(0.4833333333333333+0j),,,,,,,,,royal pavilion
21706,(0.35+0j),,,,,,,,,royal seed
21707,,,,,,0j,0j,,,royal thai
21708,,,,,,(1+0j),(0.05+0j),,,royal thai air force
21709,,,0j,,,,,,,royalist
21710,,(2.5+0j),,,,,,,,royals
21711,,(2.8571+0j),0j,,,,,,,royalty
21712,,,0j,,,,,,,royalty-free
21713,,(3.3333+0j),,,,,,,,royce
21714,,,(1+0j),,,,,,,rrna
21715,,(3.6667+0j),,,,,,,,rsa
21716,,(2.8+0j),,,,,,,,rsvp
21717,,(2.4286+0j),,,,,,,,rub
21718,,,0j,,,,,,,rubbed
21719,,(2+0j),0j,,,,,0j,0j,rubber
21720,,,,,,,,(1+0j),(0.05+0j),rubber coating
21721,,(3+0j),(0.5+0j),,,,,,,rubbing
21722,,(2.1429+0j),0j,,,,,,,rubbish
21723,,(3.1667+0j),,,,,,,,rubin
21724,,(2.1429+0j),,0j,0j,,,,,ruby
21725,,(1.5714+0j),,,,,,,,rude
21726,,,,0j,0j,0j,0j,,,rudy
21727,,(3.7143+0j),,,,,,,,rue
21728,,(1.5714+0j),,,,,,,,rug
21729,,(3.2+0j),0j,,,,,,,rugby
21730,,(3+0j),(0.5+0j),,,,,,,rugged
21731,,(2+0j),,,,,,,,rugs
21732,,(2.1429+0j),,,,,,,,ruin
21733,,(2.6667+0j),0j,,,,,,,ruined
21734,(0.5694444444444444+0j),,,,,,,,,ruinous heaps
21735,,(2.3333+0j),0j,,,,,,,ruins
21736,,,,0j,0j,,,,,rula
21737,,(1.5714+0j),0j,0j,0j,0j,0j,0j,0j,rule
21738,,,,,,(1+0j),(0.1+0j),,,rule out
21739,,(2+0j),(0.14285714285714285+0j),(0.6666666666666666+0j),(0.05000000000000001+0j),(0.3333333333333333+0j),(0.03333333333333333+0j),,,ruled
21740,,,,(1+0j),(0.1+0j),(1+0j),(0.15+0j),,,ruled out
21741,,,,,,(1+0j),(0.05+0j),,,ruled the pair
21742,,(2.1429+0j),(0.2+0j),(1+0j),(0.05+0j),,,,,ruler
21743,,,0j,(1+0j),(0.07500000000000001+0j),,,,,rulers
21744,,(1.7143+0j),(0.03125+0j),0j,0j,0j,0j,0j,0j,rules
21745,,,,,,(1+0j),(0.2+0j),,,rules out
21746,,,,(1+0j),(0.25+0j),,,,,rules-based
21747,,,,(1+0j),(0.05+0j),,,,,rules-based solution
21748,,(3+0j),0j,(0.5+0j),(0.025+0j),,,,,ruling
21749,,,,(1+0j),(0.15+0j),,,,,ruling elite
21750,,,0j,,,,,,,rum
21751,,,(1+0j),,,,,,,rumen
21752,,,0j,,,,,,,rumor
21753,,(2.4286+0j),0j,,,,,,,rumors
21754,,(3.8+0j),,,,,,,,rumsfeld
21755,,(1+0j),0j,0j,0j,0j,0j,,,run
21756,,,,,,(1+0j),(0.05+0j),,,run for
21757,,,,,,(1+0j),(0.15+0j),,,run-off
21758,,,,,,(1+0j),(0.1+0j),,,run-off area
21759,,,0j,,,,,,,run-up
21760,,(1.8571+0j),0j,,,,,,,runner
21761,,,0j,,,,,,,runner-up
21762,,,(1+0j),,,,,,,runner-ups
21763,,(1.8571+0j),(0.3333333333333333+0j),,,,,,,runners
21764,,(1.7143+0j),0j,0j,0j,0j,0j,0j,0j,running
21765,,,,(1+0j),(0.05+0j),,,,,running low
21766,,,,,,(1+0j),(0.15+0j),,,running mate
21767,,,,,,0j,0j,,,running tests
21768,,(2.6667+0j),0j,,,,,,,runoff
21769,,(1.1667+0j),0j,0j,0j,0j,0j,0j,0j,runs
21770,,(3.5714+0j),0j,,,,,,,runtime
21771,,(2.8+0j),,,,(1+0j),(0.15+0j),,,runway
21772,,,(1+0j),,,,,,,rupaya
21773,,,(1+0j),,,,,,,rupaye
21774,,(2+0j),(0.6363636363636364+0j),,,,,,,rupee
21775,,,(0.5+0j),,,,,,,rupees
21776,,(2.1667+0j),0j,,,,,,,rural
21777,(0.3295454545454546+0j),,,,,,,,,rural development
21778,(0.484375+0j),,,,,,,,,rural tribunals
21779,,(2+0j),0j,,,,,,,rush
21780,,(1.8333+0j),0j,(1+0j),(0.15+0j),,,,,rushed
21781,,(2.6667+0j),,,,,,,,rushing
21782,,(3.5+0j),,,,,,,,russ
21783,,(2.8+0j),,,,,,,,russell
21784,,(2+0j),,0j,0j,0j,0j,0j,0j,russia
21785,,,,,,0j,0j,,,russia-us
21786,,(2.2857+0j),0j,0j,0j,0j,0j,0j,0j,russian
21787,,,,,,(1+0j),(0.05+0j),,,russian intervention
21788,,,,(1+0j),(0.05+0j),,,,,russian opposition leader
21789,,(2.1429+0j),,0j,0j,,,,,russians
21790,,(2.6667+0j),,,,,,,,rust
21791,,,0j,,,,,,,rust-orange
21792,,,0j,,,,,,,rustling
21793,,(3.2857+0j),,,,,,,,rusty
21794,,,(1+0j),,,,,,,rut
21795,,(2.7143+0j),,,,,,,,rutgers
21796,,(2.1667+0j),,,,,,,,ruth
21797,,(2.6+0j),,,,,,,,rutherford
21798,,,0j,,,,,,,ruthless
21799,,(3.2+0j),,,,,,,,rv
21800,,(3.8+0j),,,,,,,,rw
21801,,(3+0j),,,,,,,,rwanda
21802,,(2+0j),,0j,0j,0j,0j,,,ryan
21803,,,0j,,,,,,,rybody
21804,,(2.8+0j),,,,,,,,ryder
21805,,,,,,(1+0j),(0.05+0j),,,s peripheral
21806,,,,(1+0j),(0.05+0j),,,,,s potential flashpoints
21807,,,0j,,,,,,,s-line
21808,,,(1+0j),0j,0j,,,0j,0j,sa
21809,,(3.5714+0j),,,,,,,,sabbath
21810,(0.3444444444444444+0j),,,,,,,,,sabbath day
21811,,,(1+0j),,,,,,,saber-rattling
21812,,,0j,,,,,,,sable
21813,,,0j,,,,,,,sabotaged
21814,,,0j,,,,,,,sabotaging
21815,,,(1+0j),,,,,,,sac
21816,,(3+0j),,,,,,,,sacramento
21817,,,(1+0j),,,,,,,sacraments
21818,,(2.7143+0j),0j,,,,,,,sacred
21819,,(3+0j),0j,(1+0j),(0.6+0j),,,,,sacrifice
21820,,,0j,(1+0j),(0.5+0j),,,,,sacrificed
21821,,,0j,(1+0j),(0.4+0j),,,,,sacrifices
21822,,,0j,,,,,,,sacs
21823,,(1.3333+0j),0j,0j,0j,0j,0j,,,sad
21824,,(3.5+0j),,,,,,,,saddam
21825,,(2.5+0j),,,,,,,,saddle
21826,,,0j,(1+0j),(0.7+0j),,,,,saddled
21827,,,,(1+0j),(0.05+0j),,,,,saddled with bad loans
21828,,(2+0j),,,,,,,,sadly
21829,,,0j,,,(1+0j),(0.05+0j),,,sadness
21830,,,,0j,0j,,,,,saenz
21831,,,(1+0j),,,,,,,saepe
21832,,(2.6667+0j),,,,,,,,safari
21833,,(2.8+0j),,,,,,,,safaris
21834,,(1.4286+0j),0j,0j,0j,0j,0j,,,safe
21835,,,,(1+0j),(0.4+0j),,,,,safe haven
21836,,(2.7143+0j),,(1+0j),(0.55+0j),,,,,safeguard
21837,,(2.5+0j),,,,,,,,safeguards
21838,,(1.5+0j),0j,,,,,,,safely
21839,,(1.6667+0j),0j,,,0j,0j,,,safer
21840,,,0j,,,,,,,safest
21841,,(2+0j),0j,0j,0j,0j,0j,,,safety
21842,,,0j,,,,,,,saffron
21843,,,,,,,,0j,0j,sag
21844,,,,,,,,0j,0j,sag award
21845,,,,,,,,0j,0j,sag awards
21846,,,,,,,,0j,0j,sag-aftra
21847,,(2.4286+0j),(0.5+0j),,,,,,,saga
21848,,(2.3333+0j),,,,0j,0j,,,sage
21849,,(5+0j),,,,,,,,sagem
21850,,,,(1+0j),(0.55+0j),,,,,sagging
21851,,,,(1+0j),(0.05+0j),,,,,sagging u.n.-backed ceasefire
21852,,,(1+0j),,,,,,,sagittal
21853,,,,,,,,0j,0j,sagrario
21854,,,0j,,,,,,,saguaro
21855,,(2.8333+0j),,,,,,,,sahara
21856,,(1.2857+0j),(0.014084507042253521+0j),,,,,,,said
21857,,,,,,0j,0j,,,said flight
21858,,(1.8333+0j),0j,,,,,,,sail
21859,,,0j,0j,0j,,,,,sailed
21860,,,,0j,0j,,,,,sailed to the shoal
21861,,(2.1429+0j),0j,,,,,,,sailing
21862,,(2.5+0j),,,,,,,,sailor
